Log kbp,bp,Log kbs,bs,Log kgL,gL,Log gammaL,l,Log kgW,gW,Log gammaW,w,Agglomeration Kernel,Concentration Residual,H²,Agglomeration Rate Residual,Normalized Concentration Residual,Normalized H²,Normarlized Agglomeration Rate Residual,Weighted Distance
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.734,0.00017972597554872922,142.98040433172227,141388.42849450998,4.512610320262634e-25,0.2771492495418237,0.4123146887991236,0.08090670391067756
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.633,0.00020155616462926815,149.55236318879417,157367.9618013182,5.170907411112753e-25,0.32822231400607726,0.4592184892297113,0.10658534891835661
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.532,0.00019833454226202802,154.20218451651033,170893.58206440991,5.073758246515618e-25,0.364357753923228,0.4989194605496732,0.128608443450784
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.43,0.00017786348885454593,156.71726568679276,178748.3546529309,4.456446373720323e-25,0.3839033575303535,0.5219751204895459,0.1418054005640582
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.329,0.00015807076785514582,158.67937409041667,184738.08693282554,3.8595898551696607e-25,0.3991516101691088,0.5395564354187579,0.15244129070074514
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.228,0.0001397070431797948,160.21389618082566,189357.44388594918,3.3058252273711327e-25,0.41107693522815786,0.5531153668648124,0.16097627560378655
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.127,0.0001240461248567746,161.434825425614,193454.80614117804,2.833564683312162e-25,0.42056521709076683,0.5651421174476469,0.16828395414160438
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.025,0.00011136211814361111,162.41969070016725,197452.17540855595,2.451073964207828e-25,0.42821896063204545,0.5768753643932617,0.17488203563335927
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.924,0.00010145030967819196,163.2215848961514,201567.44008795163,2.1521798660497035e-25,0.4344507698773115,0.5889546629269168,0.18109063446933388
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.823,7.942458890965622e-05,162.60407494825097,200937.03567456754,1.487986447829151e-25,0.4296518771784476,0.5871042732923628,0.17847322471102028
